G6957		b1770	ECK1768	ydjF	G6957-MONOMER		putative DNA-binding transcriptional regulator YdjF	putative DNA-binding transcriptional regulator YdjF // YdjF	ydjF // b1770 // ECK1768	G6957
EG12369		b1769	ECK1767	ydjE	YDJE-MONOMER		putative transporter YdjE	putative transporter YdjE // YdjE	ydjE // b1769 // ECK1767	EG12369
EG11134		b1765	ECK1763	ydjA	EG11134-MONOMER		putative oxidoreductase YdjA	putative oxidoreductase YdjA // YdjA	ydjA // b1765 // ECK1763	EG11134
G6929		b1724	ECK1722	ydiZ	G6929-MONOMER		putative endoribonuclease YdiZ	putative endoribonuclease YdiZ // YdiZ	ydiZ // b1724 // ECK1722	G6929
G6928		b1722	ECK1720	ydiY	G6928-MONOMER		acid-inducible putative outer membrane protein YdiY	acid-inducible putative outer membrane protein YdiY // YdiY	ydiY // b1722 // ECK1720	G6928
G6923		b1700	ECK1698	ydiT	G6923-MONOMER		ferredoxin-like protein YdiT	ferredoxin-like protein YdiT // YdiT // putative 4Fe-4S ferredoxin-type protein	ydiT // b1700 // ECK1698	G6923
G6922		b1699	ECK1697	ydiS	G6922-MONOMER		putative electron transfer flavoprotein-quinone oxidoreductase YdiS	putative electron transfer flavoprotein-quinone oxidoreductase YdiS // YdiS // putative oxidoreductase with FAD/NAD(P)-binding domain	ydiS // b1699 // ECK1697	G6922
G6921		b1698	ECK1696	ydiR	G6921-MONOMER		putative electron transfer flavoprotein subunit YdiR	putative electron transfer flavoprotein subunit YdiR // YdiR // putative electron transport flavoprotein, FAD-binding	ydiR // b1698 // ECK1696	G6921
G6920		b1697	ECK1695	ydiQ	G6920-MONOMER		putative electron transfer flavoprotein subunit YdiQ	putative electron transfer flavoprotein subunit YdiQ // YdiQ	ydiQ // b1697 // ECK1695	G6920
G6919		b1696	ECK1694	ydiP	G6919-MONOMER		DNA-binding transcriptional regulator YdiP	DNA-binding transcriptional regulator YdiP // YdiP	ydiP // b1696 // ECK1694	G6919
G6918		b1695	ECK1693	ydiO	G6918-MONOMER		putative acyl-CoA dehydrogenase YdiO	putative acyl-CoA dehydrogenase YdiO // YdiO	ydiO // b1695 // ECK1693	G6918
G6917		b1691	ECK1689	ydiN	B1691-MONOMER		putative transporter YdiN	putative transporter YdiN // YdiN	ydiN // b1691 // ECK1689	G6917
G6916		b1690	ECK1688	ydiM	B1690-MONOMER		putative exporter YdiM	putative exporter YdiM // YdiM	ydiM // b1690 // ECK1688	G6916
G6915		b1689	ECK1687	ydiL	G6915-MONOMER		DUF1870 domain-containing protein YdiL	DUF1870 domain-containing protein YdiL // YdiL	ydiL // b1689 // ECK1687	G6915
G6914		b1688	ECK1685	ydiK	G6914-MONOMER		putative transporter YdiK	putative transporter YdiK // YdiK	ydiK // b1688 // ECK1685	G6914
G6913		b1687	ECK1684	ydiJ	G6913-MONOMER		D-2-hydroxyglutarate dehydrogenase	D-2-hydroxyglutarate dehydrogenase // YdiJ // D2HGDH // putative FAD-linked oxidoreductase YdiJ	ydiJ // b1687 // ECK1684	G6913
G6911		b1685	ECK1682	ydiH	G6911-MONOMER		uncharacterized protein YdiH	uncharacterized protein YdiH // YdiH	ydiH // b1685 // ECK1682	G6911
EG12432		b1694	ECK1692	ydiF	EG12432-MONOMER		putative acetate-CoA transferase YdiF	putative acetate-CoA transferase YdiF // YdiF // fused predicted acetyl-CoA:acetoacetyl-CoA transferase: &alpha; subunit/&beta; subunit	ydiF // b1694 // ECK1692	EG12432
EG12391		b1705	ECK1703	ydiE	EG12391-MONOMER		PF10636 family protein YdiE	PF10636 family protein YdiE // YdiE	ydiE // b1705 // ECK1703	EG12391
EG11234		b1692	ECK1690	ydiB	EG11234-MONOMER		quinate/shikimate dehydrogenase	quinate/shikimate dehydrogenase // YdiB	ydiB // b1692 // ECK1690	EG11234
G6902		b1674	ECK1670	ydhY	G6902-MONOMER		putative 4Fe-4S ferredoxin-like protein YdhY	putative 4Fe-4S ferredoxin-like protein YdhY // YdhY	ydhY // b1674 // ECK1670	G6902
G6899		b1671	ECK1667	ydhX	G6899-MONOMER		putative 4Fe-4S ferredoxin-like protein YdhX	putative 4Fe-4S ferredoxin-like protein YdhX // YdhX	ydhX // b1671 // ECK1667	G6899
G6900		b1672	ECK1668	ydhW	G6900-MONOMER		uncharacterized protein YdhW	uncharacterized protein YdhW // YdhW	ydhW // b1672 // ECK1668	G6900
G6901		b1673	ECK1669	ydhV	G6901-MONOMER		putative oxidoreductase YdhV	putative oxidoreductase YdhV // YdhV	ydhV // b1673 // ECK1669	G6901
G6898		b1670	ECK1666	ydhU	G6898-MONOMER		putative cytochrome YdhU	putative cytochrome YdhU // YdhU	ydhU // b1670 // ECK1666	G6898
G6897		b1669	ECK1665	ydhT	G6897-MONOMER		uncharacterized protein YdhT	uncharacterized protein YdhT // YdhT	ydhT // b1669 // ECK1665	G6897
G6896		b1668	ECK1664	ydhS	G6896-MONOMER		FAD/NAD(P) binding domain-containing protein YdhS	FAD/NAD(P) binding domain-containing protein YdhS // YdhS	ydhS // b1668 // ECK1664	G6896
G6895		b1667	ECK1663	ydhR	G6895-MONOMER		putative monooxygenase YdhR	putative monooxygenase YdhR // YdhR	ydhR // b1667 // ECK1663	G6895
G6894		b1664	ECK1660	ydhQ	G6894-MONOMER		putative adhesin-related protein YdhQ	putative adhesin-related protein YdhQ // YdhQ	ydhQ // b1664 // ECK1660	G6894
G6893		b1657	ECK1653	ydhP	B1657-MONOMER		putative transporter YdhP	putative transporter YdhP // YdhP	ydhP // b1657 // ECK1653	G6893
G6888		b1648	ECK1644	ydhL	G6888-MONOMER		DUF1289 domain-containing protein YdhL	DUF1289 domain-containing protein YdhL // YdhL	ydhL // b1648 // ECK1644	G6888
G6885		b1645	ECK1641	ydhK	G6885-MONOMER		putative transporter YdhK	putative transporter YdhK // YdhK	ydhK // b1645 // ECK1641	G6885
G6884		b1644	ECK1640	ydhJ	G6884-MONOMER		putative membrane fusion protein YdhJ	putative membrane fusion protein YdhJ // YdhJ	ydhJ // b1644 // ECK1640	G6884
G6883		b1643	ECK1639	ydhI	G6883-MONOMER		DUF1656 domain-containing protein YdhI	DUF1656 domain-containing protein YdhI // YdhI	ydhI // b1643 // ECK1639	G6883
G6887		b1647	ECK1643	ydhF	G6887-MONOMER		putative oxidoreductase YdhF	putative oxidoreductase YdhF // YdhF	ydhF // b1647 // ECK1643	G6887
G0-10593		b4601	ECK4410	ydgU	MONOMER0-2821		uncharacterized protein YdgU	uncharacterized protein YdgU // YdgU	ydgU // b4601 // ECK4410	G0-10593
G6870	rsxP	b1626	ECK1622	ydgK	G6870-MONOMER		DUF2569 domain-containing inner membrane protein YdgK	DUF2569 domain-containing inner membrane protein YdgK // RsxP // YdgK	ydgK // rsxP // b1626 // ECK1622	G6870
G6868		b1624	ECK1619	ydgJ	G6868-MONOMER		putative oxidoreductase YdgJ	putative oxidoreductase YdgJ // YdgJ	ydgJ // b1624 // ECK1619	G6868
G6861	arcD	b1605	ECK1600	ydgI	ARCD-MONOMER		putative arginine:ornithine antiporter	putative arginine:ornithine antiporter // YdgI // ArcD	ydgI // arcD // b1605 // ECK1600	G6861
G6860		b1604	ECK1599	ydgH	G6860-MONOMER		DUF1471 domain-containing protein YdgH	DUF1471 domain-containing protein YdgH // YdgH	ydgH // b1604 // ECK1599	G6860
G6856		b1598	ECK1593	ydgD	G6856-MONOMER		putative serine protease YdgD	putative serine protease YdgD // YdgD	ydgD // b1598 // ECK1593	G6856
G6863		b1607	ECK1602	ydgC	G6863-MONOMER		GlpM family protein	GlpM family protein // YdgC	ydgC // b1607 // ECK1602	G6863
G6865		b1614	ECK1609	ydgA	G6865-MONOMER		DUF945 domain-containing protein YdgA	DUF945 domain-containing protein YdgA // YdgA	ydgA // b1614 // ECK1609	G6865
G6815		b1541	ECK1534	ydfZ	G6815-MONOMER		putative selenoprotein YdfZ	putative selenoprotein YdfZ // YdfZ	ydfZ // b1541 // ECK1534	G6815
G6835		b1568	ECK1562	ydfX	G6835-MONOMER		Qin prophage; protein YdfX	Qin prophage; protein YdfX // YdfX	ydfX // b1568 // ECK1562	G6835
G6834	intK	b1567	ECK1561	ydfW	G6834-MONOMER		Qin prophage; protein YdfW	Qin prophage; protein YdfW // IntK // YdfW	ydfW // intK // b1567 // ECK1561	G6834
G6832		b1565	ECK1559	ydfV	G6832-MONOMER		Qin prophage; protein YdfV	Qin prophage; protein YdfV // YdfV	ydfV // b1565 // ECK1559	G6832
G6831		b1560	ECK1554	ydfU	G6831-MONOMER		Qin prophage; protein YdfU	Qin prophage; protein YdfU // YdfU	ydfU // b1560 // ECK1554	G6831
G6830	quuQ	b1559	ECK1553	ydfT	G6830-MONOMER		Qin prophage; putative antitermination protein Q	Qin prophage; putative antitermination protein Q // QuuQ // YdfT	ydfT // quuQ // b1559 // ECK1553	G6830
G6828		b1555	ECK1549	ydfR	G6828-MONOMER		Qin prophage; protein YdfR	Qin prophage; protein YdfR // YdfR	ydfR // b1555 // ECK1549	G6828
G6822		b1549	ECK1543	ydfO	G6822-MONOMER		Qin prophage; DUF1398 domain-containing protein YdfO	Qin prophage; DUF1398 domain-containing protein YdfO // YdfO	ydfO // b1549 // ECK1543	G6822
G6818		b1544	ECK1537	ydfK	G6818-MONOMER		Qin prophage; cold shock protein YdfK	Qin prophage; cold shock protein YdfK // YdfK	ydfK // b1544 // ECK1537	G6818
G6817	ydfJ_2	b1543	ECK1536	ydfJ	B1543-MONOMER		putative transporter YdfJ	putative transporter YdfJ // YdfJ	ydfJ // ydfJ_2 // b1543 // ECK1536	G6817
G6816		b1542	ECK1535	ydfI	G6816-MONOMER		putative oxidoreductase YdfI	putative oxidoreductase YdfI // YdfI	ydfI // b1542 // ECK1535	G6816
EG12345		b1539	ECK1532	ydfG	EG12345-MONOMER		3-hydroxy acid dehydrogenase YdfG	3-hydroxy acid dehydrogenase YdfG // YdfG	ydfG // b1539 // ECK1532	EG12345
EG11303		b1576	ECK1570	ydfD	EG11303-MONOMER		Qin prophage; lysis protein	Qin prophage; lysis protein // YdfD	ydfD // b1576 // ECK1570	EG11303
EG11302		b1573	ECK1567	ydfC	EG11302-MONOMER		Qin prophage; uncharacterized protein YdfC	Qin prophage; uncharacterized protein YdfC // YdfC	ydfC // b1573 // ECK1567	EG11302
EG11301		b1572	ECK1566	ydfB	EG11301-MONOMER		Qin prophage; uncharacterized protein YdfB	Qin prophage; uncharacterized protein YdfB // YdfB	ydfB // b1572 // ECK1566	EG11301
EG11300		b1571	ECK1565	ydfA	EG11300-MONOMER		Qin prophage; DUF1391 domain-containing protein YdfA	Qin prophage; DUF1391 domain-containing protein YdfA // YdfA	ydfA // b1571 // ECK1565	EG11300
G6795	fmlC	b1505	ECK1498	ydeT	G6795-MONOMER		fimbrial usher domain-containing protein YdeT	fimbrial usher domain-containing protein YdeT // FmlC // YdeT // fimbrial usher protein, C-terminal fragment	ydeT // fmlC // b1505 // ECK1498	G6795
G6794		b1504	ECK1497	ydeS	G6794-MONOMER		putative fimbrial protein YdeS	putative fimbrial protein YdeS // YdeS	ydeS // b1504 // ECK1497	G6794
G6793		b1503	ECK1496	ydeR	G6793-MONOMER		putative fimbrial protein YdeR	putative fimbrial protein YdeR // YdeR	ydeR // b1503 // ECK1496	G6793
G6792		b1502	ECK1495	ydeQ	G6792-MONOMER		putative fimbrial adhesin protein YdeQ	putative fimbrial adhesin protein YdeQ // YdeQ	ydeQ // b1502 // ECK1495	G6792
G6791		b1501	ECK1494	ydeP	G6791-MONOMER		putative oxidoreductase YdeP	putative oxidoreductase YdeP // YdeP // acid resistance protein	ydeP // b1501 // ECK1494	G6791
G6789		b1499	ECK1493	ydeO	G6789-MONOMER		DNA-binding transcriptional dual regulator YdeO	DNA-binding transcriptional dual regulator YdeO // YdeO // YdeO	ydeO // b1499 // ECK1493	G6789
G6788		b1498	ECK1492	ydeN	G6788-MONOMER		putative sulfatase YdeN	putative sulfatase YdeN // YdeN	ydeN // b1498 // ECK1492	G6788
G6787		b1497	ECK1491	ydeM	G6787-MONOMER		putative anaerobic sulfatase maturation enzyme YdeM	putative anaerobic sulfatase maturation enzyme YdeM // YdeM	ydeM // b1497 // ECK1491	G6787
EG11645		b1537	ECK1530	ydeJ	EG11645-MONOMER		PF02464 family protein YdeJ	PF02464 family protein YdeJ // YdeJ	ydeJ // b1537 // ECK1530	EG11645
EG11644		b1536	ECK1529	ydeI	EG11644-MONOMER		BOF family protein YdeI	BOF family protein YdeI // YdeI // stress response protein	ydeI // b1536 // ECK1529	EG11644
EG11640	ydeF	b1534	ECK1527	ydeE	YDEF-MONOMER		dipeptide exporter	dipeptide exporter // YdeE // YdeF	ydeE // ydeF // b1534 // ECK1527	EG11640
EG11636		b1528	ECK1521	ydeA	YDEA-MONOMER		putative exporter YdeA	putative exporter YdeA // YdeA // arabinose MFS transporter	ydeA // b1528 // ECK1521	EG11636
G0-16740		b4746	ECK4603	yddY	MONOMER0-4423		protein YddY	protein YddY // YddY	yddY // b4746 // ECK4603	G0-16740
G6774		b1477	ECK1471	yddM	G6774-MONOMER		DNA-binding transcriptional regulator YddM	DNA-binding transcriptional regulator YddM // YddM	yddM // b1477 // ECK1471	G6774
G6773		b1472	ECK1466	yddL	G6773-MONOMER		putative uncharacterized protein YddL	putative uncharacterized protein YddL // YddL // putative truncated Porin_1 family protein YddL	yddL // b1472 // ECK1466	G6773
G6772		b1471	ECK1465	yddK	G6772-MONOMER		leucine-rich repeat domain-containing protein YddK	leucine-rich repeat domain-containing protein YddK // YddK	yddK // b1471 // ECK1465	G6772
G6769		b1462	ECK1456	yddH	G6769-MONOMER		flavin reductase-like protein YddH	flavin reductase-like protein YddH // YddH	yddH // b1462 // ECK1456	G6769
EG12713		b1473	ECK1467	yddG	EG12713-MONOMER		amino acid exporter YddG	amino acid exporter YddG // YddG	yddG // b1473 // ECK1467	EG12713
EG11825		b1464	ECK1458	yddE	EG11825-MONOMER		PF02567 family protein YddE	PF02567 family protein YddE // YddE	yddE // b1464 // ECK1458	EG11825
EG11743		b1495	ECK1489	yddB	EG11743-MONOMER		putative TonB-dependent receptor YddB	putative TonB-dependent receptor YddB // YddB	yddB // b1495 // ECK1489	EG11743
EG11742		b1496	ECK1490	yddA	YDDA-MONOMER		ABC transporter family protein YddA	ABC transporter family protein YddA // YddA	yddA // b1496 // ECK1490	EG11742
G6758		b1447	ECK1441	ydcZ	G6758-MONOMER		putative transport protein YdcZ	putative transport protein YdcZ // YdcZ // inner membrane protein	ydcZ // b1447 // ECK1441	G6758
G6757		b1446	ECK1440	ydcY	G6757-MONOMER		DUF2526 domain-containing protein YdcY	DUF2526 domain-containing protein YdcY // YdcY	ydcY // b1446 // ECK1440	G6757
G6754		b1443	ECK1437	ydcV	YDCV-MONOMER		putative ABC transporter membrane subunit YdcV	putative ABC transporter membrane subunit YdcV // YdcV	ydcV // b1443 // ECK1437	G6754
G6753		b1442	ECK1436	ydcU	YDCU-MONOMER		putative ABC transporter membrane subunit YdcU	putative ABC transporter membrane subunit YdcU // YdcU	ydcU // b1442 // ECK1436	G6753
G6752		b1441	ECK1435	ydcT	YDCT-MONOMER		putative ABC transporter ATP-binding protein YdcT	putative ABC transporter ATP-binding protein YdcT // YdcT	ydcT // b1441 // ECK1435	G6752
G6751		b1440	ECK1434	ydcS	YDCS-MONOMER		putative ABC transporter periplasmic binding protein / polyhydroxybutyrate synthase	putative ABC transporter periplasmic binding protein / polyhydroxybutyrate synthase // YdcS	ydcS // b1440 // ECK1434	G6751
G6750		b1439	ECK1433	ydcR	G6750-MONOMER		fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR	fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR // YdcR	ydcR // b1439 // ECK1433	G6750
G6744		b1433	ECK1427	ydcO	B1433-MONOMER		putative transport protein YdcO	putative transport protein YdcO // YdcO	ydcO // b1433 // ECK1427	G6744
G6742		b1431	ECK1424	ydcL	G6742-MONOMER		DUF3313 domain-containing lipoprotein YdcL	DUF3313 domain-containing lipoprotein YdcL // YdcL	ydcL // b1431 // ECK1424	G6742
G6741		b1428	ECK1421	ydcK	G6741-MONOMER		putative acyltransferase YdcK	putative acyltransferase YdcK // YdcK	ydcK // b1428 // ECK1421	G6741
G6738		b1423	ECK1417	ydcJ	G6738-MONOMER		DUF1338 domain-containing protein YdcJ	DUF1338 domain-containing protein YdcJ // YdcJ	ydcJ // b1423 // ECK1417	G6738
G6737		b1422	ECK1416	ydcI	G6737-MONOMER		DNA-binding transcriptional dual regulator YdcI	DNA-binding transcriptional dual regulator YdcI // YdcI	ydcI // b1422 // ECK1416	G6737
EG12865		b1426	ECK1419	ydcH	EG12865-MONOMER		DUF465 domain-containing protein YdcH	DUF465 domain-containing protein YdcH // YdcH	ydcH // b1426 // ECK1419	EG12865
EG12110		b1414	ECK1407	ydcF	EG12110-MONOMER		DUF218 domain-containing protein YdcF	DUF218 domain-containing protein YdcF // YdcF	ydcF // b1414 // ECK1407	EG12110
EG11760		b1457	ECK1451	ydcD	EG11760-MONOMER		uncharacterized protein YdcD	uncharacterized protein YdcD // YdcD	ydcD // b1457 // ECK1451	EG11760
EG11526		b1460	ECK1454	ydcC	EG11526-MONOMER		H repeat-associated putative transposase YdcC	H repeat-associated putative transposase YdcC // YdcC	ydcC // b1460 // ECK1454	EG11526
EG11219		b1419	ECK1411	ydcA	EG11219-MONOMER		protein YdcA	protein YdcA // YdcA	ydcA // b1419 // ECK1411	EG11219
G6705		b1383	ECK1380	ydbL	G6705-MONOMER		DUF1318 domain-containing protein YdbL	DUF1318 domain-containing protein YdbL // YdbL	ydbL // b1383 // ECK1380	G6705
G6701	pfo	b1378	ECK1374	ydbK	G6701-MONOMER		putative pyruvate-flavodoxin oxidoreductase	putative pyruvate-flavodoxin oxidoreductase // Pfo // YdbK	ydbK // pfo // b1378 // ECK1374	G6701
G0-10450		b4529	ECK1375	ydbJ	MONOMER0-2672		DUF333 domain-containing protein YdbJ	DUF333 domain-containing protein YdbJ // YdbJ	ydbJ // b4529 // ECK1375	G0-10450
G6703		b1381	ECK1378	ydbH	G6703-MONOMER		putative intermembrane phospholipid transport protein YdbH	putative intermembrane phospholipid transport protein YdbH // YdbH	ydbH // b1381 // ECK1378	G6703
EG11310		b1407	ECK1400	ydbD	EG11310-MONOMER		DUF2773 domain-containing protein YdbD	DUF2773 domain-containing protein YdbD // YdbD // protein involved in detoxification of methylglyoxal	ydbD // b1407 // ECK1400	EG11310
G6689		b1366	ECK1364	ydaY	G6689-MONOMER		Rac prophage; putative uncharacterized protein YdaY	Rac prophage; putative uncharacterized protein YdaY // YdaY	ydaY // b1366 // ECK1364	G6689
G6685		b1361	ECK1359	ydaW	G6685-MONOMER		Rac prophage; putative uncharacterized protein YdaW	Rac prophage; putative uncharacterized protein YdaW // YdaW	ydaW // b1361 // ECK1359	G6685
G6684		b1360	ECK1358	ydaV	G6684-MONOMER		Rac prophage; putative ATP-binding protein YdaV	Rac prophage; putative ATP-binding protein YdaV // YdaV	ydaV // b1360 // ECK1358	G6684
G6683		b1359	ECK1357	ydaU	G6683-MONOMER		Rac prophage; DUF1376 domain-containing protein YdaU	Rac prophage; DUF1376 domain-containing protein YdaU // YdaU	ydaU // b1359 // ECK1357	G6683
G6682		b1358	ECK1356	ydaT	G6682-MONOMER		Rac prophage; DNA binding transcriptional activator YdaT	Rac prophage; DNA binding transcriptional activator YdaT // YdaT	ydaT // b1358 // ECK1356	G6682
G6681		b1357	ECK1355	ydaS	G6681-MONOMER		Rac prophage; putative DNA-binding transcriptional regulator YdaS	Rac prophage; putative DNA-binding transcriptional regulator YdaS // YdaS // Rac prophage; putative toxin YdaS // DicC	ydaS // b1357 // ECK1355	G6681
G6679	gatA	b1355	ECK1353	ydaG	G6679-MONOMER		Rac prophage; uncharacterized protein YdaG	Rac prophage; uncharacterized protein YdaG // YdaG // GatA	ydaG // gatA // b1355 // ECK1353	G6679
G0-10448		b4527	ECK1352	ydaF	MONOMER0-2670		Rac prophage; DUF1391 domain-containing protein YdaF	Rac prophage; DUF1391 domain-containing protein YdaF // YdaF	ydaF // b4527 // ECK1352	G0-10448
G0-9081		b4526	ECK1349	ydaE	MONOMER0-1001		Rac prophage; zinc-binding protein	Rac prophage; zinc-binding protein // YdaE	ydaE // b4526 // ECK1349	G0-9081
G6663		b1327	ECK1324	ycjY	G6663-MONOMER		putative hydrolase YcjY	putative hydrolase YcjY // YcjY	ycjY // b1327 // ECK1324	G6663
G6659		b1321	ECK1317	ycjX	G6659-MONOMER		DUF463 domain-containing protein YcjX	DUF463 domain-containing protein YcjX // YcjX	ycjX // b1321 // ECK1317	G6659
G6658		b1320	ECK1316	ycjW	G6658-MONOMER		DNA-binding transcriptional repressor YcjW	DNA-binding transcriptional repressor YcjW // YcjW // putative LacI-type DNA-binding transcriptional regulator YcjW // YcjW	ycjW // b1320 // ECK1316	G6658
G6656		b1318	ECK1313	ycjV	YCJV-MONOMER		putative ABC transporter ATP-binding protein YcjV	putative ABC transporter ATP-binding protein YcjV // YcjV	ycjV // b1318 // ECK1313	G6656
G6655	pgmB	b1317	ECK1312	ycjU	G6655-MONOMER		&beta;-phosphoglucomutase	&beta;-phosphoglucomutase // YcjU // PgmB	ycjU // pgmB // b1317 // ECK1312	G6655
G6654		b1316	ECK1311	ycjT	G6654-MONOMER		kojibiose phosphorylase	kojibiose phosphorylase // YcjT	ycjT // b1316 // ECK1311	G6654
G6653		b1315	ECK1310	ycjS	G6653-MONOMER		D-glucoside 3-dehydrogenase	D-glucoside 3-dehydrogenase // YcjS	ycjS // b1315 // ECK1310	G6653
G6652	dte	b1314	ECK1309	ycjR	G6652-MONOMER		3-dehydro-D-guloside 4-epimerase	3-dehydro-D-guloside 4-epimerase // Dte // YcjR // putative ketohexose-3-epimerase YcjR // 3-ketohexose 4-epimerase	ycjR // dte // b1314 // ECK1309	G6652
G6651		b1313	ECK1308	ycjQ	G6651-MONOMER		D-guloside 3-dehydrogenase	D-guloside 3-dehydrogenase // YcjQ // putative oxidoreductase, Zn-dependent and NAD(P)-binding // putative zinc-binding dehydrogenase YcjQ	ycjQ // b1313 // ECK1308	G6651
G6650		b1312	ECK1307	ycjP	YCJP-MONOMER		putative ABC transporter membrane subunit YcjP	putative ABC transporter membrane subunit YcjP // YcjP	ycjP // b1312 // ECK1307	G6650
G6649		b1311	ECK1306	ycjO	YCJO-MONOMER		putative ABC transporter membrane subunit YcjO	putative ABC transporter membrane subunit YcjO // YcjO	ycjO // b1311 // ECK1306	G6649
G6648		b1310	ECK1305	ycjN	YCJN-MONOMER		putative ABC transporter substrate binding lipoprotein YcjN	putative ABC transporter substrate binding lipoprotein YcjN // YcjN	ycjN // b1310 // ECK1305	G6648
G6647	ggaP	b1309	ECK1304	ycjM	G6647-MONOMER		glucosylglycerate phosphorylase	glucosylglycerate phosphorylase // GgaP // YcjM // putative glucosyltransferase // &alpha;-amylase catalytic domain family protein YcjM	ycjM // ggaP // b1309 // ECK1304	G6647
G6661	ycjH	b1325	ECK1321	ycjG	G6661-MONOMER		L-Ala-D/L-Glu epimerase	L-Ala-D/L-Glu epimerase // YcjH // YcjG	ycjG // ycjH // b1325 // ECK1321	G6661
EG12870		b1322	ECK1318	ycjF	EG12870-MONOMER		DUF697 domain-containing inner membrane protein YcjF	DUF697 domain-containing inner membrane protein YcjF // YcjF	ycjF // b1322 // ECK1318	EG12870
G6641		b1289	ECK1284	ycjD	G6641-MONOMER		DUF559 domain-containing protein YcjD	DUF559 domain-containing protein YcjD // YcjD	ycjD // b1289 // ECK1284	G6641
G0-10591	deoL	b4596	ECK4406	yciZ	MONOMER0-2820		UPF0509 family protein YciZ	UPF0509 family protein YciZ // DeoL // YciZ	yciZ // deoL // b4596 // ECK4406	G0-10591
G0-8891		b4595	ECK4405	yciY	MONOMER0-765		uncharacterized protein YciY	uncharacterized protein YciY // YciY	yciY // b4595 // ECK4405	G0-8891
G0-10513	yciX_2	b4523	ECK1270	yciX	MONOMER0-2886		uncharacterized protein YciX	uncharacterized protein YciX // YciX	yciX // yciX_2 // b4523 // ECK1270	G0-10513
G6640		b1287	ECK1282	yciW	G6640-MONOMER		putative peroxidase YciW	putative peroxidase YciW // YciW	yciW // b1287 // ECK1282	G6640
G6633		b1248	ECK1242	yciU	G6633-MONOMER		DUF440 domain-containing protein YciU	DUF440 domain-containing protein YciU // YciU	yciU // b1248 // ECK1242	G6633
G6638	deoT	b1284	ECK1279	yciT	G6638-MONOMER		DNA-binding transcriptional dual regulator YciT	DNA-binding transcriptional dual regulator YciT // YciT // DeoT	yciT // deoT // b1284 // ECK1279	G6638
G6636	yciP	b1268	ECK1262	yciQ	G6636-MONOMER		DUF2207 domain-containing protein YciQ	DUF2207 domain-containing protein YciQ // YciP // YciQ	yciQ // yciP // b1268 // ECK1262	G6636
G6635		b1267	ECK1261	yciO	G6635-MONOMER		putative RNA-binding protein YciO	putative RNA-binding protein YciO // YciO	yciO // b1267 // ECK1261	G6635
EG12868		b1273	ECK1267	yciN	EG12868-MONOMER		protein YciN	protein YciN // YciN	yciN // b1273 // ECK1267	EG12868
EG11759		b1271	ECK1265	yciK	EG11759-MONOMER		putative oxidoreductase	putative oxidoreductase // YciK	yciK // b1271 // ECK1265	EG11759
EG11607		b1251	ECK1245	yciI	EG11607-MONOMER		protein YciI	protein YciI // YciI	yciI // b1251 // ECK1245	EG11607
EG11128		b1282	ECK1277	yciH	EG11128-MONOMER		putative translation factor	putative translation factor // YciH	yciH // b1282 // ECK1277	EG11128
EG11127		b1259	ECK1253	yciG	EG11127-MONOMER		stress-induced bacterial acidophilic repeat motifs-containing protein YciG	stress-induced bacterial acidophilic repeat motifs-containing protein YciG // YciG	yciG // b1259 // ECK1253	EG11127
EG11126		b1258	ECK1252	yciF	EG11126-MONOMER		DUF892 domain-containing protein YciF	DUF892 domain-containing protein YciF // YciF	yciF // b1258 // ECK1252	EG11126
EG11125		b1257	ECK1251	yciE	EG11125-MONOMER		DUF892 domain-containing protein YciE	DUF892 domain-containing protein YciE // YciE	yciE // b1257 // ECK1251	EG11125
EG11123		b1255	ECK1249	yciC	EG11123-MONOMER		putative inner membrane protein	putative inner membrane protein // YciC	yciC // b1255 // ECK1249	EG11123
EG11122		b1254	ECK1248	yciB	EG11122-MONOMER		inner membrane protein YciB	inner membrane protein YciB // YciB	yciB // b1254 // ECK1248	EG11122
EG11121		b1253	ECK1247	yciA	EG11121-MONOMER		acyl-CoA thioesterase YciA	acyl-CoA thioesterase YciA // YciA	yciA // b1253 // ECK1247	EG11121
G0-17017		b4771	ECK4627	ychT	MONOMER0-4483		protein YchT	protein YchT // YchT	ychT // b4771 // ECK4627	G0-17017
G6631		b1228	ECK1222	ychS	G6631-MONOMER		putative uncharacterized protein YchS	putative uncharacterized protein YchS // YchS	ychS // b1228 // ECK1222	G6631
G6630	sirB2	b1213	ECK1201	ychQ	G6630-MONOMER		SirB family protein YchQ	SirB family protein YchQ // YchQ	ychQ // sirB2 // b1213 // ECK1201	G6630
EG12405	ychP	b1220	ECK1214	ychO	EG12405-MONOMER		putative invasin YchO	putative invasin YchO // YchO // YchP	ychO // ychP // b1220 // ECK1214	EG12405
EG12404		b1219	ECK1213	ychN	EG12404-MONOMER		DsrE/F sulfur relay family protein YchN	DsrE/F sulfur relay family protein YchN // YchN	ychN // b1219 // ECK1213	EG12404
EG12119		b1233	ECK1228	ychJ	EG12119-MONOMER		NTF2-like domain-containing protein YchJ	NTF2-like domain-containing protein YchJ // YchJ	ychJ // b1233 // ECK1228	EG12119
EG11533		b1205	ECK1193	ychH	EG11533-MONOMER		stress-induced protein	stress-induced protein // YchH	ychH // b1205 // ECK1193	EG11533
